Article Text,Category
ՀՀ վարչապետ Նիկոլ Փաշինյանն իր կնոջ՝ Աննա Հակոբյանի հետ այցելել է սրճարան։,Հասարակություն
Համապատասխան լուսանկարները ինստագրամի իր էջում հրապարակել է Աննա Հակոբյանը։,Հասարակություն
"Հիշեցնենք, որ վերջիններս այսօր 8/16 ընտրատեղամասում մասնակցել են Երևանի ավագանու ընտրությունների քվեարկության և կատարել իրենց ընտրությունը։",Հասարակություն
 ,Հասարակություն
Ստուգումներով ընտրացուցակներում 381 անճշտություն է հայտնաբերվել։ Այս մասին մամուլի ասուլիսի ժամանակ հայտարարեց ՀՀ ՆԳՆ միգրացիայի և քաղաքացիության ծառայության պետ Արմեն Ղազարյանը։,Հասարակություն
"Ղազարյանը նշեց, որ 381 անճշտությունից 229-ի դեպքում մահացած անձանց տվյալներ են եղել գրանցված։",Հասարակություն
"«Ականատես»-ը հրապարակել է քվեարկության նախապատրաստական փուլի (07:00 -08:00) դիտարկման արդյունքներ։ Ըստ այդմ, դիտարկված 30 տեղամասերում քվեարկության նախապատրաստման և տեղամասերի բացման գործընթացը հիմնականում կազմակերպվել է սահմանված ընթացակարգերին համապատասխան, առանց լուրջ խախտումների։",Հասարակություն
Ընտրական տեղամասեր «Ականատեսի» դիտորդների մուտք գործելու հետ կապված խոչընդոտ չի գրանցվել:,Հասարակություն
"Երկու տեղամասում նկատվել է կողմնակի անձանց ներկայություն: 4/34 տեղամասում ընտրություններին մասնակցող կուսակցություններից մեկի շտաբի պետը մոտեցել է Տեղամասային ընտրական հանձնաժողովի (ՏԸՀ) անդամներից մեկին և զրուցել վերջինիս հետ, սակայն մեկ րոպե անց նա հեռացվել է ընտրատեղամասից՝ դիտորդի առաջարկով։ 2/40 տեղամասում ևս գտնվել է կողմնակի անձ, որը զրուցել է ՏԸՀ նախագահի հետ, այնուհետ միասին մուտք են գործել քվեարկության սենյակ և շարունակել խոսել տեխնիկական սարքավորումների վերաբերյալ։",Հասարակություն
"Դիտորդի հարցին, թե ո՞վ էր այդ անձը, արդյո՞ք իրավունք ուներ գտնվելու քվեարակության սենյակում, ՏԸՀ նախագահը պատասխանել է, որ նա դատախազի թիկնապահ է և քվեարկության կարգն էր հարցնում։",Հասարակություն
"Արձանագրվել է երկու դեպք՝ 6/3 և 10/43 տեղամասերում, երբ չհրկիզվող պահարանը մինչև ՏԸՀ ժամը 07:00 նիստը արդեն իսկ բացված է եղել, ընդ որում՝ ոստիկանության մասնակցությամբ:Դիտարկվածներից տեղամասերից 17-ը գնահատվել է դժվարամատչելի՝ տեղաշարժման (հենաշարժական) խնդիրներ ունեցող ընտրողների համար։",Հասարակություն
Որոշ տեղամասերում նկատվել է կահավորման և քվեարկության գաղտնիության ապահովման խնդիր՝ հիմնականում պայմանավորված ընտրատեղամասի և/կամ քվեարկության սենյակի անհաջող ընտրությամբ:,Հասարակություն
Դիտարկված ընտրատեղամասերն ընտրողների համար հիմնականում բացվել են ժամանակին:,Հասարակություն
Հրապարակը գրում է.,Հասարակություն
"Քիչ առաջ մեզ ահազանգեց մի քաղաքացի, ով տեղեկացրեց, որ Նոր- Նորքի 7-րդ զանգվածի 2/25 ընտրատեղամասում հայտնաբերել է, որ ընտրությունների օրով իրենց տան հասցեում ավելացել են մարդիկ, որոնց ինքը չի ճանաչում, և որոնք իր հետ որևէ կապ չունեն։ Քաղաքացի հասցեում գրանցված է 4 հոգի, սակայն ընտրությունների օրով իրենց հասցեն համալրել են նաև Նվարդ Էդուարդի Հովակիմյանը, Շահանե Էդուարդի Հովակիմյանը, Վարդգես Հովակիմյանը, Նարինե Օհանյանը, Հովակիմյան Էդուարդը։",Հասարակություն
"Քաղաքացի Հունիկյանին հարցրինք՝ ինքը փորձե՞լ է տեղում ճշտել, թե ինչպե՞ս է ստացվել, որ իրենց հասցեում գրանցված են մարդիկ, որոնց ինքը չի ճանաչում, Հունիկյանն ասաց, որ իրեն հորդորել են ոստիկանությունից ճշտել․",Հասարակություն
"«Բայց ինչը ճշտեմ, ես լավ գիտեմ, թե մեր տանն ով է ապրում, ով չի ապրում»,- ասաց քաղաքացին։",Հասարակություն
